Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount,Customer_ID,Region
T010232,03.02.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-047,Naypyitaw
T010233,03.02.2025,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-047,Naypyitaw
T010234,03.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T010235,03.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,25500,153000,Customer-047,Naypyitaw
T010544,04.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-047,Naypyitaw
T010545,04.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-047,Naypyitaw
T010546,04.02.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-047,Naypyitaw
T010547,04.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-047,Naypyitaw
T010548,04.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-047,Naypyitaw
T010870,05.02.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T010871,05.02.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-047,Naypyitaw
T010872,05.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T010873,05.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-047,Naypyitaw
T011162,06.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-047,Naypyitaw
T011163,06.02.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-047,Naypyitaw
T011164,06.02.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-047,Naypyitaw
T011165,06.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,750000,2250000,Customer-047,Naypyitaw
T011166,06.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-047,Naypyitaw
T011444,07.02.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-047,Naypyitaw
T011445,07.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,380000,3420000,Customer-047,Naypyitaw
T011740,08.02.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-047,Naypyitaw
T011741,08.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-047,Naypyitaw
T011742,08.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-047,Naypyitaw
T011743,08.02.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-047,Naypyitaw
T011744,08.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-047,Naypyitaw
T011745,08.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-047,Naypyitaw
T011746,08.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T011747,08.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-047,Naypyitaw
T012053,09.02.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-047,Naypyitaw
T012054,09.02.2025,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-047,Naypyitaw
T012055,09.02.2025,PROD-007,USB-C Docking Station,Electronics,10,340000,3400000,Customer-047,Naypyitaw
T012056,09.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T012375,10.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-047,Naypyitaw
T012376,10.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T012377,10.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-047,Naypyitaw
T012378,10.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-047,Naypyitaw
T012672,11.02.2025,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-047,Naypyitaw
T012673,11.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-047,Naypyitaw
T013272,13.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T013273,13.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-047,Naypyitaw
T013274,13.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-047,Naypyitaw
T013275,13.02.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-047,Naypyitaw
T013586,14.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-047,Naypyitaw
T013878,15.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T013879,15.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-047,Naypyitaw
T014176,16.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-047,Naypyitaw
T014177,16.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-047,Naypyitaw
T014478,17.02.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-047,Naypyitaw
T014479,17.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-047,Naypyitaw
T014480,17.02.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-047,Naypyitaw
T014749,18.02.2025,PROD-007,USB-C Docking Station,Electronics,2,340000,680000,Customer-047,Naypyitaw
T014750,18.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-047,Naypyitaw
T014751,18.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-047,Naypyitaw
T014752,18.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-047,Naypyitaw
T014753,18.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-047,Naypyitaw
T015074,19.02.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-047,Naypyitaw
T015075,19.02.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T015076,19.02.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-047,Naypyitaw
T015372,20.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-047,Naypyitaw
T015373,20.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-047,Naypyitaw
T015511,21.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-047,Naypyitaw
T015512,21.02.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-047,Naypyitaw
T015513,21.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-047,Naypyitaw
T015800,23.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T015801,23.02.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-047,Naypyitaw
T015946,24.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T015947,24.02.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-047,Naypyitaw
T015948,24.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-047,Naypyitaw
T016071,25.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,380000,1520000,Customer-047,Naypyitaw
T016072,25.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,25500,153000,Customer-047,Naypyitaw
T016073,25.02.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-047,Naypyitaw
T016074,25.02.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-047,Naypyitaw
T016075,25.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-047,Naypyitaw
T016076,25.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-047,Naypyitaw
T016215,26.02.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T016216,26.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-047,Naypyitaw
T016217,26.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-047,Naypyitaw
T016218,26.02.2025,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-047,Naypyitaw
T016379,27.02.2025,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-047,Naypyitaw
T016380,27.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-047,Naypyitaw
T016381,27.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-047,Naypyitaw
T016382,27.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-047,Naypyitaw
T016548,28.02.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T016549,28.02.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-047,Naypyitaw
T016550,28.02.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-047,Naypyitaw
T016551,28.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-047,Naypyitaw
T016685,01.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-047,Naypyitaw
T016686,01.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-047,Naypyitaw
T016687,01.03.2025,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-047,Naypyitaw
T016688,01.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-047,Naypyitaw
T016689,01.03.2025,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-047,Naypyitaw
T016984,03.03.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-047,Naypyitaw
T016985,03.03.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-047,Naypyitaw
T016986,03.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-047,Naypyitaw
T016987,03.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-047,Naypyitaw
T016988,03.03.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-047,Naypyitaw
T016989,03.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T017143,04.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-047,Naypyitaw
T017144,04.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-047,Naypyitaw
T017145,04.03.2025,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-047,Naypyitaw
T017299,05.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-047,Naypyitaw
T017300,05.03.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T017301,05.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-047,Naypyitaw
T017302,05.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-047,Naypyitaw
T017303,05.03.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-047,Naypyitaw
T017452,06.03.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-047,Naypyitaw
T017602,07.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T017603,07.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-047,Naypyitaw
T017604,07.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-047,Naypyitaw
T017605,07.03.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-047,Naypyitaw
T017606,07.03.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-047,Naypyitaw
T017607,07.03.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T017608,07.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-047,Naypyitaw
T017609,07.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-047,Naypyitaw
T017757,08.03.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-047,Naypyitaw
T017758,08.03.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-047,Naypyitaw
T017909,09.03.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-047,Naypyitaw
T017910,09.03.2025,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-047,Naypyitaw
T017911,09.03.2025,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-047,Naypyitaw
T017912,09.03.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-047,Naypyitaw
T018040,10.03.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-047,Naypyitaw
T018041,10.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-047,Naypyitaw
T018042,10.03.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-047,Naypyitaw
T018192,11.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-047,Naypyitaw
T018193,11.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-047,Naypyitaw
T018355,12.03.2025,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-047,Naypyitaw
T018498,13.03.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-047,Naypyitaw
T018499,13.03.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-047,Naypyitaw
T018500,13.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-047,Naypyitaw
T018501,13.03.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-047,Naypyitaw
T018652,14.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-047,Naypyitaw
T018653,14.03.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-047,Naypyitaw
T018654,14.03.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T018655,14.03.2025,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-047,Naypyitaw
T018821,15.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-047,Naypyitaw
T018822,15.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T018823,15.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-047,Naypyitaw
T018824,15.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T018825,15.03.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T019106,17.03.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T019107,17.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-047,Naypyitaw
T019108,17.03.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-047,Naypyitaw
T019109,17.03.2025,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-047,Naypyitaw
T019110,17.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-047,Naypyitaw
T019111,17.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-047,Naypyitaw
T019112,17.03.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-047,Naypyitaw
T019113,17.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-047,Naypyitaw
T019258,18.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,195000,1560000,Customer-047,Naypyitaw
T019259,18.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-047,Naypyitaw
T019260,18.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,25500,153000,Customer-047,Naypyitaw
T019387,19.03.2025,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-047,Naypyitaw
T019388,19.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-047,Naypyitaw
T019389,19.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-047,Naypyitaw
T019390,19.03.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-047,Naypyitaw
T019391,19.03.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-047,Naypyitaw
T019392,19.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-047,Naypyitaw
T019519,20.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-047,Naypyitaw
T019520,20.03.2025,PROD-007,USB-C Docking Station,Electronics,7,340000,2380000,Customer-047,Naypyitaw
T019521,20.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-047,Naypyitaw
T019522,20.03.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T019523,20.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T019524,20.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-047,Naypyitaw
T019666,21.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-047,Naypyitaw
T019667,21.03.2025,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-047,Naypyitaw
T019668,21.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-047,Naypyitaw
T019808,22.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-047,Naypyitaw
T019809,22.03.2025,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-047,Naypyitaw
T019810,22.03.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-047,Naypyitaw
T019811,22.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-047,Naypyitaw
T019812,22.03.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-047,Naypyitaw
T019813,22.03.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-047,Naypyitaw
T019814,22.03.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-047,Naypyitaw
T019815,22.03.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-047,Naypyitaw
T019816,22.03.2025,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-047,Naypyitaw
T019966,23.03.2025,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-047,Naypyitaw
T020130,24.03.2025,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-047,Naypyitaw
T020131,24.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,380000,3420000,Customer-047,Naypyitaw
T020262,25.03.2025,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-047,Naypyitaw
T020263,25.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-047,Naypyitaw
T020264,25.03.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-047,Naypyitaw
T020408,26.03.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-047,Naypyitaw
T020409,26.03.2025,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-047,Naypyitaw
T020571,27.03.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-047,Naypyitaw
T020572,27.03.2025,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-047,Naypyitaw
T020573,27.03.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T020731,28.03.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-047,Naypyitaw
T020732,28.03.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-047,Naypyitaw
T020733,28.03.2025,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-047,Naypyitaw
T020894,29.03.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T020895,29.03.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-047,Naypyitaw
T021052,30.03.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T021196,31.03.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-047,Naypyitaw
T021329,01.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-047,Naypyitaw
T021330,01.04.2025,PROD-003,27-inch 4K Monitor,Electronics,9,1200000,10800000,Customer-047,Naypyitaw
T021331,01.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-047,Naypyitaw
T021332,01.04.2025,PROD-010,Webcam 1080p HD,Electronics,4,180000,720000,Customer-047,Naypyitaw
T021333,01.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-047,Naypyitaw
T021489,02.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-047,Naypyitaw
T021490,02.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-047,Naypyitaw
T021491,02.04.2025,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-047,Naypyitaw
T021492,02.04.2025,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-047,Naypyitaw
T021631,03.04.2025,PROD-010,Webcam 1080p HD,Electronics,1,180000,180000,Customer-047,Naypyitaw
T021789,04.04.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-047,Naypyitaw
T021948,05.04.2025,PROD-003,27-inch 4K Monitor,Electronics,6,1200000,7200000,Customer-047,Naypyitaw
T021949,05.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-047,Naypyitaw
T021950,05.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-047,Naypyitaw
T021951,05.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-047,Naypyitaw
T021952,05.04.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-047,Naypyitaw
T022093,06.04.2025,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-047,Naypyitaw
T022094,06.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-047,Naypyitaw
T022095,06.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,900000,900000,Customer-047,Naypyitaw
T022226,07.04.2025,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-047,Naypyitaw
T022227,07.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-047,Naypyitaw
T022228,07.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,70000,560000,Customer-047,Naypyitaw
T022229,07.04.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-047,Naypyitaw
T022230,07.04.2025,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-047,Naypyitaw
T022357,08.04.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,380000,3420000,Customer-047,Naypyitaw
T022358,08.04.2025,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-047,Naypyitaw
T022517,09.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-047,Naypyitaw
T022518,09.04.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-047,Naypyitaw
T022519,09.04.2025,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-047,Naypyitaw
T022656,10.04.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-047,Naypyitaw
T022657,10.04.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-047,Naypyitaw
T022658,10.04.2025,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-047,Naypyitaw
T022659,10.04.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-047,Naypyitaw
T000098,01.01.2025,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-048,Taunggyi
T000099,01.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-048,Taunggyi
T000100,01.01.2025,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-048,Taunggyi
T001017,04.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-048,Taunggyi
T001300,05.01.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-048,Taunggyi
T001301,05.01.2025,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-048,Taunggyi
T001641,06.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,3,750000,2250000,Customer-048,Taunggyi
T001642,06.01.2025,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-048,Taunggyi
T001643,06.01.2025,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-048,Taunggyi
T001644,06.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-048,Taunggyi
T001645,06.01.2025,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-048,Taunggyi
T001971,07.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-048,Taunggyi
T001972,07.01.2025,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-048,Taunggyi
T001973,07.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-048,Taunggyi
T002250,08.01.2025,PROD-010,Webcam 1080p HD,Electronics,9,180000,1620000,Customer-048,Taunggyi
T002251,08.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-048,Taunggyi
